1;2809.00;10.10;1625.00;small
1;2778.00;10.40;1618.00;small
2;2781.00;11.38;1661.00;small
2;2751.00;11.10;1629.00;small
3;2713.00;9.50;1673.00;small
3;2753.00;12.68;1714.00;small
4;2670.00;9.75;1640.00;small
4;2696.00;10.35;1647.00;small
5;2909.00;9.60;1634.00;small
5;2891.00;9.82;1605.00;small
6;2954.00;9.70;1637.00;small
6;2976.00;9.60;1689.00;small
7;2984.00;11.25;1568.00;big
7;2938.00;10.80;1592.00;big
8;3037.00;9.70;1631.00;big
9;3146.00;9.50;1783.00;big
9;3017.00;9.50;1685.00;big
10;3071.00;10.30;1756.00;big
10;3024.00;10.00;1731.00;big
11;2980.00;11.75;1792.00;big
11;2926.00;14.23;1776.00;big
12;3340.00;11.30;1943.00;big
12;3137.00;11.68;1926.00;big
12;3057.00;11.57;1876.00;big
12;3043.00;12.03;1813.00;big
12;3244.00;10.90;1959.00;big
13;3269.00;9.95;1828.00;big
13;3194.00;9.50;1815.00;big
14;3974.00;10.10;1685.00;big
14;3862.00;9.80;1707.00;big
14;3940.00;11.30;1737.00;big
14;3754.00;10.05;1762.00;big
14;3766.00;10.48;1716.00;big
14;3827.00;9.75;1776.00;big
14;3783.00;10.50;1700.00;big
14;3899.00;9.70;1814.00;big
14;3791.00;10.25;1815.00;big
16;2808.00;9.50;1819.00;big
16;2830.00;9.50;1704.00;big
17;3520.00;11.85;543.00;big
17;3402.00;11.20;864.00;big
17;3549.00;11.30;954.00;big
17;3429.00;16.43;1015.00;big
18;2768.00;9.50;1586.00;small
18;2850.00;9.50;1621.00;small
19;2816.00;10.45;1566.00;big
19;2887.00;10.15;1558.00;big
20;2896.00;9.75;1499.00;big
20;2831.00;9.88;1499.00;big
21;2955.00;12.00;1523.00;big
21;3042.00;12.43;1539.00;big
22;3123.00;11.68;1571.00;small
22;3050.00;11.53;1591.00;small
23;3054.00;10.23;1426.00;small
23;3000.00;11.63;1478.00;small
24;3080.00;12.15;1495.00;small
24;3136.00;11.43;1466.00;small
25;3234.00;9.80;1442.00;small
25;3161.00;10.20;1412.00;small
26;3189.00;10.25;1477.00;small
26;3238.00;10.43;1484.00;small
27;3222.00;11.38;1537.00;small
27;3123.00;9.80;1538.00;small
28;3384.00;11.70;1287.00;big
28;3514.00;10.13;1316.00;big
28;3579.00;10.50;1112.00;big
29;3012.00;9.50;1358.00;big
29;3098.00;9.50;1322.00;big
30;3270.00;9.50;1472.00;big
30;3369.00;9.50;1478.00;big
31;4018.00;11.80;1028.00;big
31;4101.00;14.00;1102.00;big
32;1328.00;9.50;312.00;big
32;1070.00;9.50;346.00;big
33;631.00;9.50;1774.00;big
33;377.00;9.95;1752.00;big
34;1549.00;9.75;953.00;big
34;1454.00;12.03;1032.00;big
35;1758.00;19.73;540.00;big
35;1826.00;9.90;332.00;big
36;2143.00;14.25;1874.00;big
36;2282.00;13.20;1988.00;big
37;3224.00;10.30;1737.00;big
37;3180.00;10.40;1699.00;big
38;3119.00;9.80;1645.00;small
38;3132.00;11.07;1599.00;small
39;3210.00;9.85;1649.00;big
39;3200.00;10.60;1592.00;big
40;3549.00;9.80;1758.00;big
40;3664.00;10.30;1694.00;big
40;3640.00;9.80;1749.00;big
40;3578.00;9.70;1693.00;big
41;2798.00;13.13;1439.00;big
41;2737.00;10.73;1387.00;big
41;2711.00;11.78;1445.00;big
42;2744.00;9.50;1519.00;small
42;2711.00;9.50;1499.00;small
43;2618.00;9.50;1717.00;big
43;2651.00;9.50;1596.00;big
44;2443.00;9.50;1936.00;big
44;2244.00;9.50;1858.00;big
45;2658.00;9.50;1948.00;big
45;2886.00;9.50;1954.00;big
46;3196.00;9.50;2026.00;big
46;3474.00;9.50;1954.00;big
47;2596.00;9.50;1442.00;big
47;2540.00;9.50;1350.00;big
48;2624.00;9.50;1290.00;big
48;2535.00;9.50;1182.00;big
49;2420.00;9.50;1540.00;big
49;2314.00;9.50;1699.00;big
50;1801.00;9.50;1810.00;big
50;2084.00;9.50;1652.00;big
51;2198.00;9.50;1465.00;big
51;2328.00;9.50;1414.00;big
52;1366.00;9.50;1206.00;big
52;1334.00;9.50;1116.00;big
53;1854.00;9.50;1030.00;big
53;1611.00;9.50;1099.00;big
54;1784.00;9.50;1440.00;big
54;1706.00;9.50;1373.00;big
55;1881.00;9.50;1547.00;big
55;1919.00;9.50;1445.00;big
56;2043.00;9.50;1267.00;big
56;2068.00;9.50;1412.00;big
57;1759.00;9.50;1236.00;big
57;1892.00;9.50;1267.00;big
58;2250.00;9.50;1187.00;big
58;2390.00;9.50;1263.00;big
59;2098.00;9.50;1080.00;big
59;2005.00;9.50;928.00;big
60;3741.00;9.50;747.00;big
60;3925.00;9.50;870.00;big
61;2323.00;9.50;830.00;big
61;2460.00;9.50;991.00;big
62;2921.00;9.50;693.00;big
62;2684.00;9.50;738.00;big
63;1850.00;9.50;153.00;big
63;1622.00;9.50;130.00;big
64;2345.00;9.50;238.00;big
64;2069.00;9.50;160.00;big
65;3037.00;9.50;380.00;big
65;3310.00;9.50;327.00;big
66;2197.00;9.50;432.00;big
66;2440.00;9.50;669.00;big
67;2822.00;9.50;327.00;big
67;2657.00;9.50;406.00;big
68;2883.00;9.50;1415.00;big
68;2803.00;9.50;1369.00;big
69;3327.00;11.05;1340.00;big
69;3207.00;10.88;1343.00;big
70;3610.00;9.50;1514.00;big
70;3629.00;9.50;1439.00;big
71;4277.00;9.50;770.00;big
71;4109.00;9.50;754.00;big
72;4361.00;9.50;915.00;big
72;4487.00;9.50;842.00;big
73;4458.00;9.50;944.00;big
73;4394.00;9.50;952.00;big
74;4129.00;9.50;526.00;big
74;4245.00;9.50;367.00;big
75;4647.00;9.50;1071.00;big
75;4545.00;9.50;941.00;big
76;4856.00;10.10;1296.00;big
76;4715.00;10.00;1181.00;big
77;4740.00;9.50;1392.00;big
77;4726.00;9.50;1307.00;big
78;4893.00;9.50;1087.00;big
78;4885.00;9.50;959.00;big
79;4922.00;9.50;1419.00;big
79;5021.00;9.50;1549.00;big
80;4717.00;9.50;892.00;big
80;4703.00;9.50;967.00;big
81;5365.00;9.50;559.00;big
81;28.00;9.50;397.00;big
82;5012.00;9.50;692.00;big
82;4972.00;9.50;619.00;big
83;5454.00;9.50;696.00;big
83;5277.00;9.50;725.00;big
84;5034.00;9.50;915.00;big
84;5189.00;10.25;795.00;big
85;3881.00;9.50;449.00;big
85;3628.00;9.50;423.00;big
86;5370.00;9.50;280.00;big
86;23.00;9.50;293.00;big
87;5077.00;9.50;1594.00;big
87;5225.00;9.50;1692.00;big
88;5510.00;9.50;1721.00;big
88;117.00;9.50;1706.00;big
89;904.00;9.50;1265.00;big
89;831.00;9.50;1404.00;big
90;5073.00;9.50;1394.00;big
90;4957.00;9.50;1299.00;big
91;4838.00;9.50;708.00;big
91;4898.00;9.50;747.00;big
92;4748.00;9.50;665.00;big
92;4648.00;9.50;616.00;big
93;4691.00;13.05;800.00;big
93;4787.00;9.50;811.00;big
